"","...1","kingdom","class","family","scientificName","establishmentMeans","organismQuantity","basisOfRecord","Fuente del dato","institutionCode","recordedBy","year","month","day","Nombre de la Localidad","locationRemarks","locality","municipality","county","stateProvince","verbatimLatitude","verbatimLongitude","verbatimElevation","eventRemarks","occurrenceStatus","Estudio","organismQuanityType","eventDate","minimumElevationInMeters","maximumElevationInMeters"
"1456",1456,"Animalia","Aves","Turdidae","Turdus falcklandii","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",17,"Laguna en Lago Verde","a 1km al Este de la ciudad","Lago Verde","Lago Verde","Aysén","Región de Aysén","44°14'39""S","71°50'06""O","385","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-17,"385","385"
"1457",1457,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",19,"Estancia Río Cisnes","5km al Este de La Tapera","La Tapera","Lago Verde","Aysén","Región de Aysén","44°36'15""S","71°35'55""O","546","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-19,"546","546"
"1458",1458,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",18,"Estancia Río Cisnes","La Tapera","La Tapera","Lago Verde","Aysén","Región de Aysén","44°35'06""S","71°31'00""O","592","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"592","592"
"1459",1459,"Animalia","Aves","Turdidae","Turdus chiguanco","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2013,"1",16,"Putre, ciudad y alrededor","Putre, ciudad y alrededor","Putre","Putre","Parinacota","Arica y Parinacota","18°11'52""S","69°33'31""W","3549","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2013-01-16,"3549","3549"
"1460",1460,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",23,"Río Elqui","Desembocadura, Río Elqui","La Serena","La Serena","Elqui","Coquimbo","29°53'36""S","71°16'22""W","3","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-23,"3","3"
"1461",1461,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Laguna Conchalí, Punta Chungo.","Laguna Conchalí, Punta Chungo.","Los Vilos","Los Vilos","Choapa","Coquimbo","31°52'41""S","71°29'48""W","4","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"4","4"
"1462",1462,"Animalia","Aves","Turdidae","Turdus falcklandii","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"Tunquén","Tunquén","Casablaca","Casablanca","Valparaíso","Valparaíso","33°16'25""S","71°40'19""W","53","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"53","53"
"1463",1463,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",25,"Río La Ligua","Desembocadura, río La Ligua, salinas de Puyalli","Papudo","Papudo","Petorca","Valparaíso","33°24'36""S","71°24'39""W","6","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-25,"6","6"
"1464",1464,"Animalia","Aves","Turdidae","Turdus falcklandii","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",18,"Rinconada de  Maipú.","Rinconada de  Maipú.","Maipú","Maipú","Santiago","Metropolitana","33°29'00""S","70°54'00""W","959","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-18,"959","959"
"1465",1465,"Animalia","Aves","Turdidae","Turdus falcklandii","","5","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Schmitt",2012,"11",22,"Río Choapa.","Desembocadura Río Choapa.","Canela","Canela","Choapa","Coquimbo","33°37'14""S","71°33'33""W","7","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-22,"7","7"
"1466",1466,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo","Desembocadura río Maipo","San Antonio","San Antonio","San Antonio","Valparaíso","33°37'17""S","71°37'47""W","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"0","0"
"1467",1467,"Animalia","Aves","Turdidae","Turdus falcklandii","","6","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",23,"Río Maipo, sector San Juan.","Río Maipo, sector San Juan.","San Antonio","San Antonio","San Antonio","Metropolitana","33°38'37""S","71°35'22""W","9","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-23,"9","9"
"1468",1468,"Animalia","Aves","Turdidae","Turdus falcklandii","","4","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",18,"Río Mapocho (Talagante).","Río Mapocho (Talagante).","Talagante","Talagante","Talagante","Metropolitana","33°39'36""S","70°56'02""W","300","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-18,"300","300"
"1469",1469,"Animalia","Aves","Turdidae","Turdus falcklandii","","5","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"El Monte, Río Mapocho.","El Monte, Río Mapocho.","El Monte","El Monte","Talagante","Metropolitana","33°41'00""S","71°00'00""W","289","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"289","289"
"1470",1470,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"Río Maipo, Huechún Bajo","Río Maipo, Huechún Bajo","Melipilla","Melipilla","Melipilla","Metropolitana","33°41'25""S","71°09'35""W","187","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"187","187"
"1471",1471,"Animalia","Aves","Turdidae","Turdus falcklandii","","9","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",18,"El Maitén, río Maipo","Río Maipo, sector  El Maitén.","Melipilla","Melipilla","Melipilla","Metropolitana","33°41'25""S","71°09'35""W","187","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-18,"187","187"
"1472",1472,"Animalia","Aves","Turdidae","Turdus falcklandii","","3","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",4,"La Manreza","La Manreza","Melipilla","Melipilla","Melipilla","Metropolitana","33°42'58""S","71°00'23""W","267","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-04,"267","267"
"1473",1473,"Animalia","Aves","Turdidae","Turdus falcklandii","","1","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"12",9,"Fundo  La Libertad.","Río Maipo, Fundo La Libertad, Huechún","Melipilla","Melipilla","Melipilla","Metropolitana","33°43'24""S","71°17'30""W","116","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-09,"116","116"
"1474",1474,"Animalia","Aves","Turdidae","Turdus falcklandii","","8","Censo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","R. Barros",2012,"11",18,"Isla de Maipo.","Isla de Maipo.","Talagante","Talagante","Talagante","Metropolitana","33°43'35""S","70°55'03""W","327","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-11-18,"327","327"
"1475",1475,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Carampangue viejo","Potreros de vegas junto a la carretera Lota Concepción.","Carampangue viejo","Arauco","Arauco","Del Biobío","37°07'04""S","73°05'09""W","9","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"9","9"
"1476",1476,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Río Caramávida","Río Caramávida","Caramávida","Los Alamos","Arauco","Del Biobío","37°41'26""S","73°21'16""W","61","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"61","61"
"1477",1477,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",5,"Estero El Manzanal","6 km de  Purén hacia Contulmo.","Purén","Purén","Malleco","De la Araucanía","38°01'47""S","73°06'58""W","112","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-05,"112","112"
"1478",1478,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Zamorano, Matamala",2012,"10",14,"Laguna Malleco","Cercanías Laguna Malleco.","Parque Nacional Tolhuaca","Curacautín","Malleco","Del Biobío","38°12'44""S","71°49'10""W","905","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-14,"905","905"
"1479",1479,"Animalia","Aves","Turdidae","Turdus falcklandii","","5","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",18,"Estero en cerro en Mehuín","Mehuín","San José de la Mariquina","San José de la Mariquina","Valdivia","Región de Los Ríos","39°25'35""S","73°12'39""O","102","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-18,"102","102"
"1480",1480,"Animalia","Aves","Turdidae","Turdus falcklandii","","3","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Jara, Cuevas, Zamorano, Rudolph",2012,"10",19,"Valle de Maitinco","Maitinco","Toltén","Toltén","Cautín","Región de La Araucanía","39°20'48""S","73°09'13""O","27","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-19,"27","27"
"1481",1481,"Animalia","Aves","Turdidae","Turdus falcklandii","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Rudoph, Norambuena",2012,"10",10,"Catrilelfú","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°57'09"" S","73°23'02"" O","7","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-10,"7","7"
"1482",1482,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Rudoph, Norambuena",2012,"10",10,"Río Pichi San Juan","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°55'23"" S","73°24'44"" O","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-10,"0","0"
"1483",1483,"Animalia","Aves","Turdidae","Turdus falcklandii","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Rudoph, Norambuena",2012,"10",10,"Cascada en cerro Arica","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°53'30"" S","73°26'23"" O","91","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-10,"91","91"
"1484",1484,"Animalia","Aves","Turdidae","Turdus falcklandii","","1","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Jara, Muñoz-Pedreros, Norambuena, Zamorano",2012,"10",11,"Puente Huape","Corral","Corral","Corral","Valdivia","Región de Los Ríos","39°54'53"" S","73°30'45"" O","0","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-10-11,"0","0"
"1485",1485,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",16,"El Azul","Palena","Palena","Palena","Palena","Región de Los Lagos","43°39'47""S","71°49'41""O","262","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-16,"262","262"
"1486",1486,"Animalia","Aves","Turdidae","Turdus falcklandii","","1","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Puente Sra. Norma","Cisnes","Cisnes","Cisnes","Aysén","Región de Aysén","43°44'06""S","72°20'58""O","134","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"134","134"
"1487",1487,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Río Aura","Cisnes","Cisnes","Cisnes","Aysén","Región de Aysén","43°47'36""S","72°21'45""O","97","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"97","97"
"1488",1488,"Animalia","Aves","Turdidae","Turdus falcklandii","","2","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"Arroyo sin nombre","Cisnes","Cisnes","Cisnes","Aysén","Región de Aysén","43°49'30""S","72°21'10""O","80","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"80","80"
"1489",1489,"Animalia","Aves","Turdidae","Turdus falcklandii","","1","acústico y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",20,"La Junta","La Junta","La Junta","Cisnes","Aysén","Región de Aysén","44°00'33""S","72°25'31""O","72","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-20,"72","72"
"1490",1490,"Animalia","Aves","Turdidae","Turdus falcklandii","","8","Binoculares, catalejo","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Cuevas, Norambuena",2012,"12",17,"Estancia Cacique Blanco","Lago Verde","Lago Verde","Lago Verde","Aysén","Región de Aysén","44°16'47""S","71°55'46""O","303","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-17,"303","303"
"1491",1491,"Animalia","Aves","Turdidae","Turdus falcklandii ",""," 1","catalejo y binoculares","Muñoz-Pedreros,  Norambuena et al.  (2013)","CEA","Norambuena, Muñoz-Pedreros",2012,"12",6,"Río Tucapel","Quelenquelén, fundo Las Rosas de Forestal Arauco, junto al río Tucapél.","Cañete","Cañete","Arauco","Del Biobío","37°44'24""S","73°23'04""W","58","Dato vigente","present","CEA (2012) Programa concursable MMA 2012: Levantamiento información especies (no objetivo consultoría)","individuals",2012-12-06,"58","58"
