"","catalogNumber","verbatimLatitude","verbatimLongitude","verbatimCoordinates","verbatimSRS","decimalLongitude","decimalLatitude"
"31886","GC119",4081023,345795,"19F 345795  4081023","WGS84",-71.3193105635053,-53.3973223128017
"31887","GC120",4081031,345832,"19F 345832  4081031","WGS84",-71.3187506594224,-53.3972612648127
"31888","GC121",4080998,345853,"19F 345853  4080998","WGS84",-71.3184512118784,-53.3975637837455
"31889","GC122",4081032,345857,"19F 345857  4081032","WGS84",-71.3183744982857,-53.397259581662
"31890","GC123",4081150,346005,"19F 346005  4081150","WGS84",-71.3160929393266,-53.396242949006
"31891","GC124",4081171,346784,"19F 346784  4081171","WGS84",-71.3043769631414,-53.3962809332813
"31892","GC125",4083478,344074,"19F 344074  4083478","WGS84",-71.3439594684316,-53.3747678112891
"31893","GC126",4083469,344067,"19F 344067  4083469","WGS84",-71.3440690400508,-53.3748465779381
"31894","GC127",4083274,344138,"19F 344138  4083274","WGS84",-71.3430988829291,-53.3766188832545
"31895","GC128",4083263,344140,"19F 344140  4083263","WGS84",-71.3430742696272,-53.3767182678407
"31896","GC129",4083248,344129,"19F 344129  4083248","WGS84",-71.3432468820939,-53.3768497434261
"31897","GC130",4082739,344544,"19F 344544  4082739","WGS84",-71.3372642228403,-53.3815435077442
"31898","GC131",4076452,346524,"19F 346524  4076452","WGS84",-71.3105814277011,-53.4385890816993
"31899","GC132",4076457,346630,"19F 346630  4076457","WGS84",-71.3089845840915,-53.4385750184399
"31900","GC133",4076408,346784,"19F 346784  4076408","WGS84",-71.3066920241106,-53.4390598838858
"31901","GC134",4076417,346788,"19F 346788  4076417","WGS84",-71.3066274770599,-53.4389802129742
"31902","GC135",4076408,346906,"19F 346906  4076408","WGS84",-71.3048569253467,-53.4390953222535
"31903","GC136",4076416,346942,"19F 346942  4076416","WGS84",-71.3043115306696,-53.4390339221797
"31904","GC137",4076413,346955,"19F 346955  4076413","WGS84",-71.3041174457279,-53.439064640314
"31905","GC138",4076312,347218,"19F 347218  4076312","WGS84",-71.3002104581314,-53.440048048752
"31906","GC139",4076331,347249,"19F 347249  4076331","WGS84",-71.2997349307175,-53.4398863822499
"31907","GC140",4076372,347257,"19F 347257  4076372","WGS84",-71.2995947007493,-53.4395204577207
"31908","GC141",4076377,347291,"19F 347291  4076377","WGS84",-71.2990808467087,-53.4394853988856
"31909","GC142",4076421,347266,"19F 347266  4076421","WGS84",-71.2994355502324,-53.4390829705035
"31910","GC143",4076449,347282,"19F 347282  4076449","WGS84",-71.2991812978939,-53.4388361225383
"31911","GC144",4076476,347315,"19F 347315  4076476","WGS84",-71.2986718246858,-53.4386031786886
"31912","GC145",4076504,347343,"19F 347343  4076504","WGS84",-71.2982370802635,-53.4383598034584
"31913","GC146",4076527,347348,"19F 347348  4076527","WGS84",-71.2981507203899,-53.4381546758952
"31914","GC147",4076551,347361,"19F 347361  4076551","WGS84",-71.2979435447485,-53.4379428826902
"31915","GC148",4076573,347428,"19F 347428  4076573","WGS84",-71.2969251042549,-53.4377646803261
"31916","GC149",4076617,347397,"19F 347397  4076617","WGS84",-71.2973700621515,-53.4373605217281
"31917","GC150",4076665,347411,"19F 347411  4076665","WGS84",-71.2971362221475,-53.4369334595466
"31918","GC151",4076734,347484,"19F 347484  4076734","WGS84",-71.29600479687,-53.4363348528361
"31919","GC152",4076757,347505,"19F 347505  4076757","WGS84",-71.295677798369,-53.4361343508191
"31920","GC153",4076797,347519,"19F 347519  4076797","WGS84",-71.2954478562934,-53.4357791373922
"31921","GC154",4083914,349619,"19F 349619  4083914","WGS84",-71.260469184708,-53.3724587042911
"31922","GC155",4083852,349613,"19F 349613  4083852","WGS84",-71.26058879693,-53.3730138725805
"31923","GC156",4083779,349602,"19F 349602  4083779","WGS84",-71.2607887427872,-53.3736664182832
"31924","GC157",4083748,349604,"19F 349604  4083748","WGS84",-71.2607734559484,-53.3739454250999
"31925","GC158",4082678,350030,"19F 350030  4082678","WGS84",-71.2548830875934,-53.3836771056225
"31926","GC159",4082558,350122,"19F 350122  4082558","WGS84",-71.2535579314328,-53.3847810403161
"31927","GC160",4082545,350089,"19F 350089  4082545","WGS84",-71.2540598669915,-53.3848884414751
"31928","GC161",4082535,350081,"19F 350081  4082535","WGS84",-71.2541847994471,-53.3849759900949
"31929","GC162",4082510,350123,"19F 350123  4082510","WGS84",-71.2535656858436,-53.385212454643
"31930","GC163",4082496,350145,"19F 350145  4082496","WGS84",-71.2532418147655,-53.3853444422398
"31931","GC164",4082105,350202,"19F 350202  4082105","WGS84",-71.252570949099,-53.3888725278261
"31932","GC165",4076492,347321,"19F 347321  4076492","WGS84",-71.298573815222,-53.4384612117295
"31933","GC166",4076404,346751,"19F 346751  4076404","WGS84",-71.3071903497304,-53.4390862191411
"31934","GC167",4076427,346814,"19F 346814  4076427","WGS84",-71.3062315257268,-53.4388979527837
"31935","GC168",4076520,347322,"19F 347322  4076520","WGS84",-71.2985451951229,-53.4382100185516
"31936","GC169",4076814,347591,"19F 347591  4076814","WGS84",-71.2943566942759,-53.4356472659698
"31937","GC170",4076299,345460,"19F 345460  4076299","WGS84",-71.3266606129574,-53.4396524454306
"31938","GC171",4076299,345474,"19F 345474  4076299","WGS84",-71.3264500280929,-53.43965654879
"31939","GC172",4076423,345494,"19F 345494  4076423","WGS84",-71.3260883368616,-53.4385487225823
"31940","GC173",4076413,345561,"19F 345561  4076413","WGS84",-71.325085468544,-53.4386581652048
"31941","GC174",4075499,345479,"19F 345479  4075499","WGS84",-71.3267675717206,-53.446843087549
"31942","GC175",4075828,345295,"19F 345295  4075828","WGS84",-71.3293739891496,-53.4438342614191
"31943","GC176",4081650,345068,"19F 345068  4081650","WGS84",-71.3299273314499,-53.3914781762279
"31944","GC177",4081139,346010,"19F 346010  4081139","WGS84",-71.3160231731297,-53.3963432033499
"31945","GC178",4081004,345729,"19F 345729  4081004","WGS84",-71.3203116270334,-53.3974736824833
"31946","GC03",4076807,347538,"19F 347538  4076807","WGS84",-71.2951572404015,-53.4356948156853
"31947","GC04",4063658,350546,"19F 350546  4063658","WGS84",-71.2561770283543,-53.55465664002
"31948","GC05",4043852,355576,"19F 355576  4043852","WGS84",-71.1895041658333,-53.7339601511505
"31949","GC06",4049684,364974,"19F 364974  4049684","WGS84",-71.0445891695065,-53.6840910516996
"31950","GC07",4047944,357827,"19F 357827  4047944","WGS84",-71.1535262146401,-53.69782425862
"31951","GC08",4045938,346244,"19F 346244  4045938","WGS84",-71.3298184713434,-53.7125588995633
"31952","GC09",4062075,371377,"19F 371377  4062075","WGS84",-70.9425757922184,-53.5743944090605
"31953","GC10",4153770,364419,"19F 364419  4153770","WGS84",-71.0087445636233,-52.7488957834562
"31954","GC12",4054400,368367,"19F 368367  4054400","WGS84",-70.9912476324958,-53.6425930173503
"31955","GC13",4054402,368428,"19F 368428  4054402","WGS84",-70.9903246352913,-53.6425903906192
"31956","GC14",4054391,368360,"19F 368360  4054391","WGS84",-70.9913572627722,-53.6426721038551
"31957","GC15",4054528,368494,"19F 368494  4054528","WGS84",-70.9892736176603,-53.6414751168028
"31958","GC16",4054550,368232,"19F 368232  4054550","WGS84",-70.9932249013411,-53.6412115923131
"31959","GC17",4055100,368392,"19F 368392  4055100","WGS84",-70.9905735189134,-53.6363111827441
"31960","GC18",4054165,368375,"19F 368375  4054165","WGS84",-70.9912261654838,-53.6447060398092
"31961","GC19",4080768,367144,"19F 367144  4080768","WGS84",-70.9985510949615,-53.4054167331527
"31962","GC20",4178830,433304,"19F 433304  4178830","WGS84",-69.9833408209579,-52.5365332167006
"31963","GC21",4053592,368809,"19F 368809  4053592","WGS84",-70.9849067353543,-53.6499623113802
"31964","GC22",4053523,367860,"19F 367860  4053523","WGS84",-70.9992847654641,-53.6503433194971
"31965","GC23",4057140,370591,"19F 370591  4057140","WGS84",-70.9564869772445,-53.6185336440101
"31966","GC24",4058237,371661,"19F 371661  4058237","WGS84",-70.939868341821,-53.608942177836
"31967","GC25",4243591,263780,"19F 263780 4243591","WGS84",-72.4343798751728,-51.9082553163787
"31968","GC26",4159272,346045,"19F 346045  4159272","WGS84",-71.2781717130485,-52.6945523487782
"31969","GC27",4176251,340398,"19F 340398  4176251","WGS84",-71.3534609129509,-52.5404056803786
"31970","GC28",4176516,340816,"19F 340816  4176516","WGS84",-71.3471757724407,-52.5381476275541
"31971","GC29",4111868,363479,"19F 363479  4111868","WGS84",-71.0402980511879,-53.1251013788904
"31972","GC01",4034651,326740,"19F 326740  4034651","WGS84",-71.631365921632,-53.8077948728702
"31973","GC02",4047623,301323,"19F 301323 4047623","WGS84",-72.0084971511144,-53.6822763454189
"31974","GC01",4089890,370434,"19F 370434  4089890","WGS84",-70.9453536353842,-53.32428539838
"31975","GC02",4089475,370104,"19F 370104  4089475","WGS84",-70.9504753246949,-53.3279327791561
"31976","GC03",4091430,368292,"19F 368292  4091430","WGS84",-70.9768540157164,-53.309922121896
"31977","GC04",4090993,367640,"19F 367640  4090993","WGS84",-70.9868160353698,-53.3136854138085
"31978","GC05",4077463,366020,"19F 366020 4077463","WGS84",-71.0168529613746,-53.4348222002755
"31979","GC06",4085635,368886,"19F 368886  4085635","WGS84",-70.9703429667692,-53.3621294899958
"31980","GC07",4089695,366143,"19F 366143  4089695","WGS84",-71.0098199595479,-53.3249696523914
"31981","GC08",4050529,363864,"19F 363864  4050529","WGS84",-71.0610143461384,-53.6762127786501
"31982","GC09",4049778,365037,"19F 365037  4049778","WGS84",-71.0435949837907,-53.683262955477
"31983","GC10",4049939,365480,"19F 365480  4049939","WGS84",-71.0368219862054,-53.6819309628187
"31984","GC11",4077462,366020,"19F 366020  4077462","WGS84",-71.0168533868586,-53.4348311834728
"31985","GC12",4043928,355060,"19F 355060  4043928","WGS84",-71.1972849216527,-53.7331344200809
"31986","GC01",4065471.191,478388.625,"19F 478388,625  4065471,19140625","WGS84",-69.3262588049409,-53.5591950976969
"31987","GC02",4052948.242,468673.7188,"19F 468673,71875  4052948,2421875","WGS84",-69.4741760031086,-53.6712638307038
"31988","GC03",4052934.326,468684.5938,"19F 468684,59375  4052934,32617187","WGS84",-69.4740128017945,-53.6713895607778
"31989","GC04",4052811.035,468848.7188,"19F 468848,71875  4052811,03515625","WGS84",-69.4715409525495,-53.6725075200825
"31990","GC05",4058542.725,459973.625,"19F 459973,625  4058542,72460937","WGS84",-69.6051390728234,-53.6203871272063
"31991","GC06",4058439.941,460005.25,"19F 460005,25  4058439,94140625","WGS84",-69.6046741824482,-53.6213133647126
"31992","GC07",4058377.93,460031.4688,"19F 460031,46875  4058377,9296875","WGS84",-69.6042857696607,-53.6218727205393
"31993","GC08",4057800.293,460994.75,"19F 460994,75  4057800,29296875","WGS84",-69.5897951234015,-53.6271371611441
"31994","GC09",4057776.855,460990.375,"19F 460990,375  4057776,85546875","WGS84",-69.5898642112664,-53.6273474960005
"31995","GC10",4056922.119,460911.8438,"19F 460911,84375  4056922,11914062","WGS84",-69.5911589848739,-53.6350240015572
"31996","GC11",4056864.014,460932.9688,"19F 460932,96875  4056864,01367187","WGS84",-69.5908468117221,-53.6355478258017
"31997","GC12",4056837.891,460934.375,"19F 460934,375  4056837,890625","WGS84",-69.5908288263118,-53.6357827239768
"31998","GC13",4056768.799,460937.3125,"19F 460937,3125  4056768,79882812","WGS84",-69.5907930784963,-53.6364039412649
"31999","GC14",4056758.545,460931.4375,"19F 460931,4375  4056758,54492187","WGS84",-69.590883216041,-53.6364956655807
"32000","GC15",4056734.375,460932.4375,"19F 460932,4375  4056734,375","WGS84",-69.5908711283287,-53.6367129798666
"32001","GC16",4056708.496,460933.8438,"19F 460933,84375  4056708,49609375","WGS84",-69.5908531104496,-53.6369456849393
"32002","GC17",4056667.969,460927.25,"19F 460927,25  4056667,96875","WGS84",-69.5909579229284,-53.6373094488328
"32003","GC18",4056647.217,460955.7188,"19F 460955,71875  4056647,21679687","WGS84",-69.5905299751263,-53.6374980920851
"32004","GC19",4056630.127,460957.1875,"19F 460957,1875  4056630,12695312","WGS84",-69.5905099081009,-53.6376518063298
"32005","GC20",4056607.91,460957.8438,"19F 460957,84375  4056607,91015625","WGS84",-69.5905027711098,-53.637851541367
"32006","GC21",4056563.965,460970.2188,"19F 460970,21875  4056563,96484375","WGS84",-69.5903211277572,-53.6382474413959
"32007","GC22",4056509.033,461034.5625,"19F 461034,5625  4056509,03320312","WGS84",-69.5893548750741,-53.6387459639697
"32008","GC23",4056486.816,461059.5938,"19F 461059,59375  4056486,81640625","WGS84",-69.5889790786419,-53.6389475131433
"32009","GC24",4056438.721,461125.25,"19F 461125,25  4056438,72070312","WGS84",-69.5879920886767,-53.6393846715403
"32010","GC25",4056400.879,461162.1875,"19F 461162,1875  4056400,87890625","WGS84",-69.5874381560804,-53.6397275374771
"32011","GC26",4056380.859,461155.0938,"19F 461155,09375  4056380,859375","WGS84",-69.5875479456512,-53.639906950494
"32012","GC27",4056355.469,461180.5625,"19F 461180,5625  4056355,46875","WGS84",-69.5871659108197,-53.6401370453372
"32013","GC28",4056316.162,461216.9688,"19F 461216,96875  4056316,16210937","WGS84",-69.5866201786862,-53.6404930354875
"32014","GC29",4056316.162,461217.4375,"19F 461217,4375  4056316,16210937","WGS84",-69.5866130896831,-53.6404930702226
"32015","GC30",4056297.607,461230.3438,"19F 461230,34375  4056297,60742187","WGS84",-69.586420197436,-53.6406607986555
"32016","GC31",4056278.564,461230.5,"19F 461230,5  4056278,56445312","WGS84",-69.5864202090074,-53.6408319684786
"32017","GC32",4056256.836,461225.9375,"19F 461225,9375  4056256,8359375","WGS84",-69.5864919257176,-53.6410269214354
"32018","GC33",4055620.85,460123.75,"19F 460123,75  4055620,84960937","WGS84",-69.6032440492589,-53.6466603091313
"32019","GC34",4055557.861,460127.8438,"19F 460127,84375  4055557,86132812","WGS84",-69.6031902015681,-53.6472267631789
"32020","GC35",4055534.912,460125.3438,"19F 460125,34375  4055534,91210937","WGS84",-69.6032309632837,-53.6474328371228
"32021","GC36",4055518.799,460117.0938,"19F 460117,09375  4055518,79882812","WGS84",-69.6033578304825,-53.6475770311204
"32022","GC37",4055504.883,460116.4688,"19F 460116,46875  4055504,8828125","WGS84",-69.6033690705396,-53.6477020597839
"32023","GC38",4055472.9,460101.0938,"19F 460101,09375  4055472,90039062","WGS84",-69.6036057587971,-53.6479883490519
"32024","GC39",4055449.219,460064.7813,"19F 460064,78125  4055449,21875","WGS84",-69.6041581168823,-53.6481984220816
"32025","GC40",4055376.221,460000.75,"19F 460000,75  4055376,22070312","WGS84",-69.605136145756,-53.6488496325061
"32026","GC41",4055296.387,459990.4063,"19F 459990,40625  4055296,38671875","WGS84",-69.6053028991841,-53.6495663850877
"32027","GC42",4055223.633,459991.4063,"19F 459991,40625  4055223,6328125","WGS84",-69.6052971363926,-53.6502203703805
"32028","GC43",4055219.482,459989.875,"19F 459989,875  4055219,48242187","WGS84",-69.6053208366482,-53.6502575622158
"32029","GC44",4055176.025,459989.5,"19F 459989,5  4055176,02539062","WGS84",-69.6053321041832,-53.6506481225403
"32030","GC45",4055130.127,459980.8438,"19F 459980,84375  4055130,12695312","WGS84",-69.6054689687588,-53.6510599889447
"32031","GC46",4055075.684,459977.75,"19F 459977,75  4055075,68359375","WGS84",-69.605522784602,-53.6515490827071
"32032","GC47",4055024.902,459971.9688,"19F 459971,96875  4055024,90234375","WGS84",-69.6056167875892,-53.65200506592
"32033","GC48",4055015.137,459968,"19F 459968  4055015,13671875","WGS84",-69.6056780890111,-53.6520925294352
"32034","GC49",4054986.084,459971.8125,"19F 459971,8125  4054986,08398437","WGS84",-69.6056241521976,-53.6523539477811
"32035","GC50",4054976.807,459972.9063,"19F 459972,90625  4054976,80664062","WGS84",-69.6056087989933,-53.6524374125885
"32036","GC51",4054897.949,460056.8438,"19F 460056,84375  4054897,94921875","WGS84",-69.6043490408822,-53.6531525997833
"32037","GC52",4054873.535,460088.3125,"19F 460088,3125  4054873,53515625","WGS84",-69.6038760770893,-53.6533744334239
"32038","GC53",4074661.133,491763,"19F 491763  4074661,1328125","WGS84",-69.1241102035213,-53.4769704723661
"32039","GC54",4074661.133,491763,"19F 491763  4074661,1328125","WGS84",-69.1241102035213,-53.4769704723661
"32040","GC55",4074625.977,491781,"19F 491781  4074625,9765625","WGS84",-69.1238399110331,-53.4772867599261
"32041","GC56",4074625.977,491781,"19F 491781  4074625,9765625","WGS84",-69.1238399110331,-53.4772867599261
"32042","GC57",4074576.172,491838.9375,"19F 491838,9375  4074576,171875","WGS84",-69.1229682333668,-53.4777353427745
"32043","GC58",4074576.172,491839,"19F 491839  4074576,171875","WGS84",-69.1229672916395,-53.4777353437434
"32044","GC59",4074510.986,491879.9375,"19F 491879,9375  4074510,98632812","WGS84",-69.1223521458235,-53.4783219131946
"32045","GC60",4074510.986,491890,"19F 491890  4074510,98632812","WGS84",-69.1222005256369,-53.4783220683188
"32046","GC61",4074450.195,491872.9375,"19F 491872,9375  4074450,1953125","WGS84",-69.1224591940601,-53.4788682362323
"32047","GC62",4074450.195,491873,"19F 491873  4074450,1953125","WGS84",-69.1224582523078,-53.4788682371972
"32048","GC63",4074450.195,491885.9688,"19F 491885,96875  4074450,1953125","WGS84",-69.1222628379347,-53.4788684372642
"32049","GC64",4074390.137,491886,"19F 491886  4074390,13671875","WGS84",-69.1222639197185,-53.4794082800583
"32050","GC65",4074391.113,491886,"19F 491886  4074391,11328125","WGS84",-69.1222638944982,-53.4793995071043
"32051","GC66",4074390.137,491899,"19F 491899  4074390,13671875","WGS84",-69.1220680327339,-53.4794084802891
"32052","GC67",4061372.559,462975.7813,"19F 462975,78125  4061372,55859375","WGS84",-69.5594171791106,-53.5951732048704
"32053","GC68",4056491.699,472286.125,"19F 472286,125  4056491,69921875","WGS84",-69.4191818010612,-53.6396185498165
"32054","GC69",4076144.775,487530.4063,"19F 487530,40625  4076144,77539062","WGS84",-69.1878252030456,-53.4635512635426
"32055","GC70",4076071.045,487629.875,"19F 487629,875  4076071,04492187","WGS84",-69.1863298508324,-53.4642163444304
"32056","GC71",4076045.166,487672.0938,"19F 487672,09375  4076045,16601562","WGS84",-69.1856949324052,-53.4644499523584
"32057","GC72",4075388.428,487889.5938,"19F 487889,59375  4075388,42773437","WGS84",-69.1824440646598,-53.4703582033119
"32058","GC73",4075177.002,487806.7188,"19F 487806,71875  4075177,00195312","WGS84",-69.1837007810143,-53.472256729031
"32059","GC74",4075095.703,487780.1563,"19F 487780,15625  4075095,703125","WGS84",-69.1841041249906,-53.4729868828328
"32060","GC75",4074975.342,487800.25,"19F 487800,25  4074975,34179687","WGS84",-69.1838060697444,-53.4740692335822
"32061","GC76",4074843.018,487706.0313,"19F 487706,03125  4074843,01757812","WGS84",-69.185230775703,-53.4752564577502
"32062","GC77",4074764.648,487593.4688,"19F 487593,46875  4074764,6484375","WGS84",-69.1869298183519,-53.4759582584848
"32063","GC78",4074704.59,487553.4688,"19F 487553,46875  4074704,58984375","WGS84",-69.1875348769311,-53.4764971552164
"32064","GC79",4074460.938,487439.4063,"19F 487439,40625  4074460,9375","WGS84",-69.1892632191766,-53.4786845502303
"32065","GC80",4074409.424,487358.125,"19F 487358,125  4074409,42382812","WGS84",-69.1904900335611,-53.479145645974
"32066","GC81",4071973.877,488327.8438,"19F 488327,84375  4071973,87695312","WGS84",-69.1759688085982,-53.5010603075426
"32067","GC82",4072444.092,488342.1875,"19F 488342,1875  4072444,09179687","WGS84",-69.1757350869697,-53.4968340365281
"32068","GC83",4077231.689,486924.5313,"19F 486924,53125  4077231,68945312","WGS84",-69.1969060278978,-53.4537666471335
"32069","GC84",4056378.662,471578.9375,"19F 471578,9375  4056378,66210937","WGS84",-69.4298882563729,-53.6405966216255
"32070","GC85",4055406.494,467381.6875,"19F 467381,6875  4055406,49414062","WGS84",-69.4934741430076,-53.6490898004236
"32071","GC86",4055682.861,467084.0938,"19F 467084,09375  4055682,86132812","WGS84",-69.4979469112008,-53.6465871443585
"32072","GC87",4059558.105,468098.125,"19F 468098,125  4059558,10546875","WGS84",-69.4822101366335,-53.6118186539064
"32073","GC88",4059410.156,468109.3125,"19F 468109,3125  4059410,15625","WGS84",-69.48205618587,-53.613149127805
"32074","GC89",4059022.949,467316.7188,"19F 467316,71875  4059022,94921875","WGS84",-69.4940770944638,-53.6165805556159
"32075","GC90",4059022.949,467316.7188,"19F 467316,71875  4059022,94921875","WGS84",-69.4940770944638,-53.6165805556159
"32076","GC91",4060416.26,465188.3438,"19F 465188,34375  4060416,25976562","WGS84",-69.5260948647747,-53.6039201664052
"32077","GC92",4060726.074,465037.1563,"19F 465037,15625  4060726,07421875","WGS84",-69.5283448434182,-53.6011254509494
"32078","GC93",4060847.168,464895.9375,"19F 464895,9375  4060847,16796875","WGS84",-69.530465150008,-53.6000276014418
"32079","GC94",4060880.127,464790.4688,"19F 464790,46875  4060880,12695312","WGS84",-69.5320551126153,-53.5997242865068
"32080","GC95",4060793.213,463747.6875,"19F 463747,6875  4060793,21289062","WGS84",-69.547822022947,-53.6004343855903
"32081","GC96",4060791.504,463712.8438,"19F 463712,84375  4060791,50390625","WGS84",-69.5483487313528,-53.6004473348495
"32082","GC97",4060874.756,463668.25,"19F 463668,25  4060874,75585937","WGS84",-69.5490128682733,-53.5996959673607
"32083","GC98",4060904.785,463668.6563,"19F 463668,65625  4060904,78515625","WGS84",-69.5490032293537,-53.5994260916253
"32084","GC99",4060938.721,463660.4063,"19F 463660,40625  4060938,72070312","WGS84",-69.5491239331381,-53.5991204992077
"32085","GC100",4061030.273,463508.7188,"19F 463508,71875  4061030,2734375","WGS84",-69.5514052353067,-53.5982870806819
"32086","GC101",4061039.795,463463.1875,"19F 463463,1875  4061039,79492187","WGS84",-69.5520920897029,-53.5981983238927
"32087","GC102",4061121.826,463362.0313,"19F 463362,03125  4061121,82617187","WGS84",-69.5536108997122,-53.597453959321
"32088","GC103",4061257.813,463292.4688,"19F 463292,46875  4061257,8125","WGS84",-69.5546459468232,-53.5962268268971
"32089","GC104",4061019.287,462962.2188,"19F 462962,21875  4061019,28710937","WGS84",-69.559664054731,-53.5983474894856
"32090","GC105",4060979.248,462928.0625,"19F 462928,0625  4060979,24804687","WGS84",-69.5601849116755,-53.5987049489024
"32091","GC106",4060479.004,463111.6563,"19F 463111,65625  4060479,00390625","WGS84",-69.5574700129955,-53.6032141426145
"32092","GC107",4060109.375,463040.9688,"19F 463040,96875  4060109,375","WGS84",-69.5585820472218,-53.6065314189825
"32093","GC108",4059573.242,463122.4063,"19F 463122,40625  4059573,2421875","WGS84",-69.5574147581042,-53.6113559640569
"32094","GC109",4058098.145,463602.5,"19F 463602,5  4058098,14453125","WGS84",-69.5503307951464,-53.624647827574
"32095","GC110",4077302.979,480169.6875,"19F 480169,6875  4077302,97851562","WGS84",-69.2986227820592,-53.4529149118504
"32096","GC111",4067887.451,475872.8125,"19F 475872,8125  4067887,45117187","WGS84",-69.3640518545585,-53.5373671259109
"32097","GC112",4066953.857,475735.7188,"19F 475735,71875  4066953,85742187","WGS84",-69.366192808348,-53.5457523507981
"32098","GC113",4066887.695,475732.125,"19F 475732,125  4066887,6953125","WGS84",-69.3662521780398,-53.5463468764563
"32099","GC114",4064211.67,471798.1875,"19F 471798,1875  4064211,66992187","WGS84",-69.4258631986283,-53.5702033437031
"32100","GC115",4066678.467,475760.6563,"19F 475760,65625  4066678,46679687","WGS84",-69.3658378087873,-53.5482288227394
"32101","GC116",4066580.078,475755.5938,"19F 475755,59375  4066580,078125","WGS84",-69.3659218423062,-53.5491129501389
"32102","GC117",4066398.438,475726.5,"19F 475726,5  4066398,4375","WGS84",-69.366375047277,-53.550744261132
"32103","GC118",4066314.209,475703.6875,"19F 475703,6875  4066314,20898437","WGS84",-69.3667259081861,-53.5515002907363
"32104","GC119",4066188.721,475621.125,"19F 475621,125  4066188,72070312","WGS84",-69.3679818547197,-53.5526244006883
"32105","GC120",4066104.492,475461.5,"19F 475461,5  4066104,4921875","WGS84",-69.3703978373068,-53.55337404813
"32106","GC121",4066093.506,475426.75,"19F 475426,75  4066093,50585937","WGS84",-69.3709232247328,-53.553471169266
"32107","GC122",4066079.834,475392.1875,"19F 475392,1875  4066079,83398437","WGS84",-69.3714459958123,-53.5535924397245
"32108","GC123",4065953.125,475279.3125,"19F 475279,3125  4065953,125","WGS84",-69.3731597836468,-53.5547260476353
"32109","GC124",4065938.232,475258.9063,"19F 475258,90625  4065938,23242187","WGS84",-69.3734689876528,-53.5548589504801
"32110","GC125",4065879.15,474960.9063,"19F 474960,90625  4065879,15039062","WGS84",-69.3779719497213,-53.555375873082
"32111","GC126",4065421.143,474247.7813,"19F 474247,78125  4065421,14257812","WGS84",-69.3887742361075,-53.5594581129456
"32112","GC127",4065193.359,473928.8438,"19F 473928,84375  4065193,359375","WGS84",-69.3936080293487,-53.5614897736995
"32113","GC128",4056968.262,472267.9688,"19F 472267,96875  4056968,26171875","WGS84",-69.419413921506,-53.6353341335675
"32114","GC129",4056857.178,472410.4375,"19F 472410,4375  4056857,17773437","WGS84",-69.4172691675522,-53.6363401109186
"32115","GC130",4056845.947,472441,"19F 472441  4056845,94726562","WGS84",-69.4168079436743,-53.6364426678473
"32116","GC131",4056785.4,472471.9063,"19F 472471,90625  4056785,40039062","WGS84",-69.416345882463,-53.6369885045091
"32117","GC132",4060896.24,475093.7188,"19F 475093,71875  4060896,24023437","WGS84",-69.3763647327967,-53.6001703814496
"32118","GC133",4060895.508,475073.3125,"19F 475073,3125  4060895,5078125","WGS84",-69.3766731484545,-53.6001759907225
"32119","GC134",4060923.584,475044.5938,"19F 475044,59375  4060923,58398437","WGS84",-69.3771048657357,-53.5999222677669
"32120","GC135",4061040.283,474911.3438,"19F 474911,34375  4061040,28320312","WGS84",-69.3791089864962,-53.5988669773712
"32121","GC136",4060889.893,474462.3438,"19F 474462,34375  4060889,89257812","WGS84",-69.3859058754642,-53.6001970446736
"32122","GC137",4062037.842,472023.4375,"19F 472023,4375  4062037,84179687","WGS84",-69.4226567513261,-53.589754434814
"32123","GC138",4063619.385,471863.125,"19F 471863,125  4063619,38476562","WGS84",-69.4249360067306,-53.5755304739394
"32124","GC139",4063408.203,471969.7188,"19F 471969,71875  4063408,203125","WGS84",-69.423345188349,-53.5774343501899
"32125","GC140",4063354.492,471976.2188,"19F 471976,21875  4063354,4921875","WGS84",-69.4232518427675,-53.5779174685671
"32126","GC141",4062907.471,471587.8438,"19F 471587,84375  4062907,47070312","WGS84",-69.429158103688,-53.5819145325024
"32127","GC142",4062791.504,471613.625,"19F 471613,625  4062791,50390625","WGS84",-69.4287792460461,-53.5829582742504
"32128","GC143",4062634.277,471579.5,"19F 471579,5  4062634,27734375","WGS84",-69.4293090118598,-53.5843696282404
"32129","GC144",4062186.768,471451.4688,"19F 471451,46875  4062186,76757812","WGS84",-69.4312838897464,-53.5883850125701
"32130","GC145",4062146.484,471435.0938,"19F 471435,09375  4062146,484375","WGS84",-69.4315349485796,-53.588746204671
"32131","GC146",4062022.705,471401.625,"19F 471401,625  4062022,70507812","WGS84",-69.4320518996422,-53.5898569405766
"32132","GC147",4062118.896,471092.3125,"19F 471092,3125  4062118,89648437","WGS84",-69.4367157967975,-53.5889753857348
"32133","GC148",4062389.16,470873.125,"19F 470873,125  4062389,16015625","WGS84",-69.4400017781961,-53.5865340479042
"32134","GC149",4062286.865,470827.5313,"19F 470827,53125  4062286,86523437","WGS84",-69.4407000770325,-53.5874509687119
"32135","GC150",4060508.789,469307.4375,"19F 469307,4375  4060508,7890625","WGS84",-69.4638379028067,-53.6033459511015
"32136","GC151",4060486.816,469193.4375,"19F 469193,4375  4060486,81640625","WGS84",-69.4655628244512,-53.6035367597071
